#Query_org	Reference_assembly	Ref_name	MASH_distance	Estimated_ANI	P-value	Genus	Order	Type_strain
QS--flye_asm_1Dt100g_part2.fa	GCA_027456965	Rhizomicrobium sp027456965	0.3396	0.6604	0.0000	Rhizomicrobium	Micropepsales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_028291405	URHD0088 sp028291405	0.3396	0.6604	0.0000	URHD0088	ATCC43930	False
QS--flye_asm_1Dt100g_part2.fa	GCA_947642445	Collinsella sp947642445	0.3396	0.6604	0.0000	Collinsella	Coriobacteriales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_027366365	Chersky-822 sp027366365	0.3396	0.6604	0.0000	Chersky-822	Streptosporangiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_012274275	Terrimesophilobacter sp012274275	0.3396	0.6604	0.0000	Terrimesophilobacter	Actinomycetales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_029256665	Pristimantibacillus sp029256665	0.3396	0.6604	0.0000	Pristimantibacillus	Paenibacillales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_903883985	PFJX01 sp903883985	0.3396	0.6604	0.0000	PFJX01	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_024298925	Phenylobacterium sp024298925	0.3396	0.6604	0.0000	Phenylobacterium	Caulobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_017161115	Variovorax sp017161115	0.3396	0.6604	0.0000	Variovorax	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_934621885	Collinsella sp934621885	0.3396	0.6604	0.0000	Collinsella	Coriobacteriales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_003417465	Wenzhouxiangella sp003417465	0.3396	0.6604	0.0000	Wenzhouxiangella	Xanthomonadales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_016191465	JACPOP01 sp016191465	0.3396	0.6604	0.0000	JACPOP01	UBA6077	False
QS--flye_asm_1Dt100g_part2.fa	GCF_003014475	Shimia abyssi	0.3396	0.6604	0.0000	Shimia	Rhodobacterales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_002471015	Stenotrophomonas sp002471015	0.3396	0.6604	0.0000	Stenotrophomonas	Xanthomonadales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_014207185	Rhodanobacter sp014207185	0.3396	0.6604	0.0000	Rhodanobacter	Xanthomonadales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_029543125	Caulobacter segnis_D	0.3396	0.6604	0.0000	Caulobacter	Caulobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_027622655	Fen-1231 sp027622655	0.3396	0.6604	0.0000	Fen-1231	Gemmatimonadales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_001423905	Frigoribacterium sp001423905	0.3396	0.6604	0.0000	Frigoribacterium	Actinomycetales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_014651155	Streptomyces anthocyanicus	0.3396	0.6604	0.0000	Streptomyces	Streptomycetales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_020849725	JADLAZ01 sp020849725	0.3396	0.6604	0.0000	JADLAZ01	Thermomicrobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_004297225	Luteimonas_B sp004297225	0.3396	0.6604	0.0000	Luteimonas_B	Xanthomonadales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_902490305	Collinsella sp902490305	0.3396	0.6604	0.0000	Collinsella	Coriobacteriales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_018829385	Hoeflea sp018829385	0.3396	0.6604	0.0000	Hoeflea	Rhizobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_016907475	Nocardioides cavernae	0.3396	0.6604	0.0000	Nocardioides	Propionibacteriales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_018614195	Streptomyces sp018614195	0.3396	0.6604	0.0000	Streptomyces	Streptomycetales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_019801605	Pseudooceanicola alkaliphilus_A	0.3396	0.6604	0.0000	Pseudooceanicola	Rhodobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_025195095	Paracoccus sp025195095	0.3396	0.6604	0.0000	Paracoccus	Rhodobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_029222945	UBA6796 sp002452815	0.3396	0.6604	0.0000	UBA6796	Rhodobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_014650035	Streptomyces lucensis	0.3396	0.6604	0.0000	Streptomyces	Streptomycetales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_945879075	Luteolibacter muciniphilus_C	0.3396	0.6604	0.0000	Luteolibacter	Verrucomicrobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_016781485	YB3-1 sp016781485	0.3396	0.6604	0.0000	YB3-1	Limnocylindrales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_019112895	Stackebrandtia faecavium	0.3396	0.6604	0.0000	Stackebrandtia	Mycobacteriales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_001770475	2-02-FULL-66-14 sp001770475	0.3396	0.6604	0.0000	2-02-FULL-66-14	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_015075645	VBCG01 sp015075645	0.3396	0.6604	0.0000	VBCG01	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_001580455	Ramlibacter tataouinensis_B	0.3396	0.6604	0.0000	Ramlibacter	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_000239795	Bradyrhizobium sp000239795	0.3396	0.6604	0.0000	Bradyrhizobium	Rhizobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_002414905	UBA5066 sp002414905	0.3396	0.6604	0.0000	UBA5066	UBA5066	False
QS--flye_asm_1Dt100g_part2.fa	GCA_028869005	Rubrivivax sp028869005	0.3396	0.6604	0.0000	Rubrivivax	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_022720335	Collinsella sp022720335	0.3396	0.6604	0.0000	Collinsella	Coriobacteriales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_022828085	Marinacidobacterium sp022828085	0.3396	0.6604	0.0000	Marinacidobacterium	Marinacidobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_913056305	Ralstonia sp913056305	0.3396	0.6604	0.0000	Ralstonia	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_001613325	Nocardia yamanashiensis	0.3396	0.6604	0.0000	Nocardia	Mycobacteriales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_022374875	Mycobacterium rufum	0.3396	0.6604	0.0000	Mycobacterium	Mycobacteriales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_910579055	Mailhella sp910579055	0.3396	0.6604	0.0000	Mailhella	Desulfovibrionales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_003164045	Lustribacter telmatis	0.3396	0.6604	0.0000	Lustribacter	Baltobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_019801175	Vannielia litorea_B	0.3396	0.6604	0.0000	Vannielia	Rhodobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_945949175	MWH-TA3 sp945949175	0.3396	0.6604	0.0000	MWH-TA3	Actinomycetales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_009837885	Multivorans sp009837885	0.3396	0.6604	0.0000	Multivorans	Multivoradales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_001428065	Phycicoccus sp001428065	0.3396	0.6604	0.0000	Phycicoccus	Actinomycetales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_018119405	Telluria sp018119405	0.3396	0.6604	0.0000	Telluria	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_900472785	Pararhizobium sp900472785	0.3396	0.6604	0.0000	Pararhizobium	Rhizobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_013822885	Bradyrhizobium sp013822885	0.3396	0.6604	0.0000	Bradyrhizobium	Rhizobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_025857195	Leisingera thetidis	0.3396	0.6604	0.0000	Leisingera	Rhodobacterales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_937920635	JANWVO01 sp937920635	0.3396	0.6604	0.0000	JANWVO01	Bryobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_022829635	Methylobacterium sp022829635	0.3396	0.6604	0.0000	Methylobacterium	Rhizobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_016869195	SHWC01 sp016869195	0.3396	0.6604	0.0000	SHWC01	UBA828	False
QS--flye_asm_1Dt100g_part2.fa	GCA_029863585	SMXQ01 sp029863585	0.3396	0.6604	0.0000	SMXQ01	SMXQ01	False
QS--flye_asm_1Dt100g_part2.fa	GCA_021325095	JAJPHV01 sp021325095	0.3396	0.6604	0.0000	JAJPHV01	Aggregatilineales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_014655955	Kitasatospora indigofera	0.3396	0.6604	0.0000	Kitasatospora	Streptomycetales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_902470065	Collinsella sp902470065	0.3396	0.6604	0.0000	Collinsella	Coriobacteriales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_021781835	Acidocella sp021781835	0.3396	0.6604	0.0000	Acidocella	Acetobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_009295635	S0819 sp009295635	0.3396	0.6604	0.0000	S0819	Nitrococcales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_023389175	Lautropia sp023389175	0.3396	0.6604	0.0000	Lautropia	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_018474015	Williamsia_A sp018474015	0.3396	0.6604	0.0000	Williamsia_A	Mycobacteriales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_014595955	Mesorhizobium_D soli	0.3396	0.6604	0.0000	Mesorhizobium_D	Rhizobiales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_900108945	Paraburkholderia diazotrophica	0.3396	0.6604	0.0000	Paraburkholderia	Burkholderiales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_002291925	UBA998 sp002291925	0.3396	0.6604	0.0000	UBA998	Rickettsiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_030601605	WVYX01 sp030601605	0.3396	0.6604	0.0000	WVYX01	Gemmatimonadales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_003634935	Actinosynnema australiense	0.3396	0.6604	0.0000	Actinosynnema	Mycobacteriales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_002435595	Stenotrophomonas maltophilia_AC	0.3396	0.6604	0.0000	Stenotrophomonas	Xanthomonadales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_003977685	Tautonia sociabilis	0.3396	0.6604	0.0000	Tautonia	Isosphaerales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_029028125	Pseudoduganella chitinolytica	0.3396	0.6604	0.0000	Pseudoduganella	Burkholderiales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_001770725	Aquabacterium sp001770725	0.3396	0.6604	0.0000	Aquabacterium	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_018139985	JAGSOU01 sp018139985	0.3396	0.6604	0.0000	JAGSOU01	Rhodobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_022709625	Lenti-01 sp022709625	0.3396	0.6604	0.0000	Lenti-01	LD1-PB3_B	False
QS--flye_asm_1Dt100g_part2.fa	GCF_014652635	Devosia pacifica	0.3396	0.6604	0.0000	Devosia	Rhizobiales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_000826185	Microbacterium gorillae	0.3396	0.6604	0.0000	Microbacterium	Actinomycetales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_002285415	Actibacterium_B pelagium	0.3396	0.6604	0.0000	Actibacterium_B	Rhodobacterales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_002270415	Mesorhizobium sophorae	0.3396	0.6604	0.0000	Mesorhizobium	Rhizobiales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_027474405	Caulobacter sp027474405	0.3396	0.6604	0.0000	Caulobacter	Caulobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_003574785	Nordella sp003574785	0.3396	0.6604	0.0000	Nordella	Rhizobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_902756345	Fibrobacter sp900142495	0.3396	0.6604	0.0000	Fibrobacter	Fibrobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_017676365	Streptomyces oryzae	0.3396	0.6604	0.0000	Streptomyces	Streptomycetales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_001668625	Mycobacterium sp001668625	0.3396	0.6604	0.0000	Mycobacterium	Mycobacteriales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_016218305	PNKL01 sp016218305	0.3396	0.6604	0.0000	PNKL01	Gemmatimonadales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_009786085	UBA931 sp009786085	0.3396	0.6604	0.0000	UBA931	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_006539165	Streptomyces cacaoi	0.3396	0.6604	0.0000	Streptomyces	Streptomycetales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_002870125	Paraburkholderia sp002870125	0.3396	0.6604	0.0000	Paraburkholderia	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_001641825	Guyparkeria sp001641825	0.3396	0.6604	0.0000	Guyparkeria	Halothiobacillales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_021811405	UBA9959 sp021811405	0.3396	0.6604	0.0000	UBA9959	Elusimicrobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_002292945	UBA964 sp002292945	0.3396	0.6604	0.0000	UBA964	Steroidobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_006740045	Comamonas terrigena	0.3396	0.6604	0.0000	Comamonas	Burkholderiales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_937138205	Rhodospira sp937138205	0.3396	0.6604	0.0000	Rhodospira	Rhodospirillales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_009928265	UBA6821 sp009928265	0.3396	0.6604	0.0000	UBA6821	Chthoniobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_027306605	Bog-473 sp027306605	0.3396	0.6604	0.0000	Bog-473	Acidimicrobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_019947135	Occultella gossypii	0.3396	0.6604	0.0000	Occultella	Actinomycetales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_014380505	Aestuariivirga sp014380505	0.3396	0.6604	0.0000	Aestuariivirga	Rhizobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_025456425	JALOKP01 sp025456425	0.3396	0.6604	0.0000	JALOKP01	J045	False
QS--flye_asm_1Dt100g_part2.fa	GCF_015390205	Azospirillum sp015390205	0.3396	0.6604	0.0000	Azospirillum	Azospirillales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_903882645	BOG-224 sp903882645	0.3396	0.6604	0.0000	BOG-224	Bryobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_937949355	Collinsella sp937949355	0.3396	0.6604	0.0000	Collinsella	Coriobacteriales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_023387695	Bradyrhizobium sp023387695	0.3396	0.6604	0.0000	Bradyrhizobium	Rhizobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_015645095	Bisbaumannia sp015645095	0.3396	0.6604	0.0000	Bisbaumannia	Pseudomonadales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_903916165	28-YEA-48 sp903916165	0.3396	0.6604	0.0000	28-YEA-48	Rhizobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_004297655	SCUN01 sp004297655	0.3396	0.6604	0.0000	SCUN01	Vicinamibacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_030372865	OLB17 sp030372865	0.3396	0.6604	0.0000	OLB17	Pyrinomonadales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_028713345	JAQTOM01 sp028713345	0.3396	0.6604	0.0000	JAQTOM01	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_003367315	Saccharospirillum mangrovi	0.3396	0.6604	0.0000	Saccharospirillum	Pseudomonadales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_002966795	Achromobacter spanius_D	0.3396	0.6604	0.0000	Achromobacter	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_028281985	JANQIU01 sp028281985	0.3396	0.6604	0.0000	JANQIU01	DSM-16000	False
QS--flye_asm_1Dt100g_part2.fa	GCA_022826665	WTGU01 sp022826665	0.3396	0.6604	0.0000	WTGU01	UBA828	False
QS--flye_asm_1Dt100g_part2.fa	GCF_009769165	Xanthomonas_A hyacinthi	0.3396	0.6604	0.0000	Xanthomonas_A	Xanthomonadales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_016712865	Dokdonella sp016712865	0.3396	0.6604	0.0000	Dokdonella	Xanthomonadales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_030363035	Curtobacterium sp030363035	0.3396	0.6604	0.0000	Curtobacterium	Actinomycetales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_025141935	Sulfitobacter sp025141935	0.3396	0.6604	0.0000	Sulfitobacter	Rhodobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_010974945	Noviherbaspirillum galbum	0.3396	0.6604	0.0000	Noviherbaspirillum	Burkholderiales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_905193815	Collinsella sp905193815	0.3396	0.6604	0.0000	Collinsella	Coriobacteriales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_029268305	JAJUGE01 sp029268305	0.3396	0.6604	0.0000	JAJUGE01	JAJUGE01	False
QS--flye_asm_1Dt100g_part2.fa	GCA_021730285	Solidesulfovibrio sp021730285	0.3396	0.6604	0.0000	Solidesulfovibrio	Desulfovibrionales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_905234575	CAJOIG01 sp905234575	0.3396	0.6604	0.0000	CAJOIG01	Oscillospirales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_905339215	DUSC01 sp008933895	0.3396	0.6604	0.0000	DUSC01	Rhizobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_011372505	Chlorobaculum parvum_B	0.3396	0.6604	0.0000	Chlorobaculum	Chlorobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_900101175	Stenotrophomonas pavanii	0.3396	0.6604	0.0000	Stenotrophomonas	Xanthomonadales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_016653355	Rhodoplanes elegans	0.3396	0.6604	0.0000	Rhodoplanes	Rhizobiales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_000820085	Aeromonas sanarellii	0.3396	0.6604	0.0000	Aeromonas	Enterobacterales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_016790695	JAEUOS01 sp016790695	0.3396	0.6604	0.0000	JAEUOS01	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_004919685	Mesorhizobium norvegicum	0.3396	0.6604	0.0000	Mesorhizobium	Rhizobiales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_900101045	Nocardioides sp900101045	0.3396	0.6604	0.0000	Nocardioides	Propionibacteriales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_010634855	Microbacterium sp010634855	0.3396	0.6604	0.0000	Microbacterium	Actinomycetales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_012514535	NIC37A-2 sp012514535	0.3396	0.6604	0.0000	NIC37A-2	Polyangiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_025451275	13-2-20CM-66-19 sp025451275	0.3396	0.6604	0.0000	13-2-20CM-66-19	Steroidobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_000742835	Paracaedibacter acanthamoebae	0.3396	0.6604	0.0000	Paracaedibacter	Paracaedibacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_002256785	Thiobacillus sp002256785	0.3396	0.6604	0.0000	Thiobacillus	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_024213555	Allokutzneria sp024213555	0.3396	0.6604	0.0000	Allokutzneria	Mycobacteriales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_024508275	Cellulomonas wangsupingiae	0.3396	0.6604	0.0000	Cellulomonas	Actinomycetales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_009674565	Duganella aquatilis	0.3396	0.6604	0.0000	Duganella	Burkholderiales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_008001235	Pseudodesulfovibrio onnuriiensis	0.3396	0.6604	0.0000	Pseudodesulfovibrio	Desulfovibrionales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_016218345	JACREH01 sp016218345	0.3396	0.6604	0.0000	JACREH01	Acidiferrobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_902492235	Collinsella sp902492235	0.3396	0.6604	0.0000	Collinsella	Coriobacteriales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_019449555	Ramlibacter sp019449555	0.3396	0.6604	0.0000	Ramlibacter	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_028294535	Paracoccus onchidii	0.3396	0.6604	0.0000	Paracoccus	Rhodobacterales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_013911975	Aquabacter sp013911975	0.3396	0.6604	0.0000	Aquabacter	Rhizobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_015491895	WFVA01 sp015491895	0.3396	0.6604	0.0000	WFVA01	Rhodobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_001613225	Nocardia pseudovaccinii	0.3396	0.6604	0.0000	Nocardia	Mycobacteriales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_003150485	Onthomonas sp003150485	0.3396	0.6604	0.0000	Onthomonas	Oscillospirales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_026389255	Cyanobium sp026389255	0.3396	0.6604	0.0000	Cyanobium	PCC-6307	False
QS--flye_asm_1Dt100g_part2.fa	GCF_017916295	Rubellimicrobium arenae	0.3396	0.6604	0.0000	Rubellimicrobium	Rhodobacterales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_902496335	Collinsella sp902496335	0.3396	0.6604	0.0000	Collinsella	Coriobacteriales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_945271245	CALYPF01 sp945271245	0.3396	0.6604	0.0000	CALYPF01	Enterobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_030148805	Thiogranum sp030148805	0.3396	0.6604	0.0000	Thiogranum	DSM-19610	False
QS--flye_asm_1Dt100g_part2.fa	GCA_938023905	Collinsella sp938023905	0.3396	0.6604	0.0000	Collinsella	Coriobacteriales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_002809955	Geobacillus sp002809955	0.3396	0.6604	0.0000	Geobacillus	Bacillales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_014647915	Pilimelia terevasa	0.3396	0.6604	0.0000	Pilimelia	Mycobacteriales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_947445225	SHVT01 sp947445225	0.3396	0.6604	0.0000	SHVT01	SHVT01	False
QS--flye_asm_1Dt100g_part2.fa	GCA_001189345	Caballeronia kirkii_B	0.3396	0.6604	0.0000	Caballeronia	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_001509585	Tropicimonas marinistellae	0.3396	0.6604	0.0000	Tropicimonas	Rhodobacterales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_021771265	Dysosmobacter sp021771265	0.3396	0.6604	0.0000	Dysosmobacter	Oscillospirales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_001428845	Achromobacter sp001428845	0.3396	0.6604	0.0000	Achromobacter	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_002192255	Stenotrophomonas sp002192255	0.3396	0.6604	0.0000	Stenotrophomonas	Xanthomonadales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_019753285	JAIELD01 sp019753285	0.3396	0.6604	0.0000	JAIELD01	Rhizobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_000423225	Kaistia adipata	0.3396	0.6604	0.0000	Kaistia	Rhizobiales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_001464855	Ga0077530 sp001464855	0.3396	0.6604	0.0000	Ga0077530	Rhizobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_003007675	Marinobacter fuscus	0.3396	0.6604	0.0000	Marinobacter	Pseudomonadales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_902489225	Collinsella sp902489225	0.3396	0.6604	0.0000	Collinsella	Coriobacteriales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_014205055	Streptomyces luteogriseus	0.3396	0.6604	0.0000	Streptomyces	Streptomycetales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_014647255	Iodidimonas muriae	0.3396	0.6604	0.0000	Iodidimonas	Sphingomonadales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_013003285	JABDJY01 sp013003285	0.3396	0.6604	0.0000	JABDJY01	UBA6615	False
QS--flye_asm_1Dt100g_part2.fa	GCA_028718445	JAQULY01 sp028718445	0.3396	0.6604	0.0000	JAQULY01	RFP12	False
QS--flye_asm_1Dt100g_part2.fa	GCF_021117385	Frateuria_A soli	0.3396	0.6604	0.0000	Frateuria_A	Xanthomonadales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_934661735	CAG-170 sp934661735	0.3396	0.6604	0.0000	CAG-170	Oscillospirales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_029945425	JAPWJZ01 sp029945425	0.3396	0.6604	0.0000	JAPWJZ01	Micavibrionales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_023461075	Lysobacter_B sp023461075	0.3396	0.6604	0.0000	Lysobacter_B	Xanthomonadales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_009692115	JABFSM01 sp009692115	0.3396	0.6604	0.0000	JABFSM01	Gemmatimonadales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_019237095	JAFAHT01 sp019237095	0.3396	0.6604	0.0000	JAFAHT01	Isosphaerales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_017792425	Thalassobius sp017792425	0.3396	0.6604	0.0000	Thalassobius	Rhodobacterales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_000378245	Aromatoleum toluclasticum	0.3396	0.6604	0.0000	Aromatoleum	Burkholderiales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_013696945	Palsa-1032 sp013696945	0.3396	0.6604	0.0000	Palsa-1032	Limnocylindrales	False
QS--flye_asm_1Dt100g_part2.fa	GCA_009377585	WYBJ01 sp009377585	0.3396	0.6604	0.0000	WYBJ01	Burkholderiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_014852585	Pseudomonas sp014852585	0.3396	0.6604	0.0000	Pseudomonas	Pseudomonadales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_003207855	Komagataeibacter rhaeticus	0.3396	0.6604	0.0000	Komagataeibacter	Acetobacterales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_001544495	Caballeronia telluris	0.3396	0.6604	0.0000	Caballeronia	Burkholderiales	True
QS--flye_asm_1Dt100g_part2.fa	GCA_026126065	JADLGL01 sp026126065	0.3396	0.6604	0.0000	JADLGL01	Rhizobiales	False
QS--flye_asm_1Dt100g_part2.fa	GCF_008727775	Microbacterium lushaniae	0.3396	0.6604	0.0000	Microbacterium	Actinomycetales	True
QS--flye_asm_1Dt100g_part2.fa	GCF_000745345	Actinacidiphila yeochonensis	0.3396	0.6604	0.0000	Actinacidiphila	Streptomycetales	True
