name,tax_id,accession_id,total_number_of_chromosomes,total_sequence_length,total_ungapped_length,number_of_contigs,contig_n50,contig_l50,number_of_scaffolds,scaffold_n50,scaffold_l50,number_of_component_sequences,atgc_count,gc_count,gc_percent,genome_coverage,checkm_marker_set,checkm_species_tax_id,checkm_marker_set_rank,checkm_version,completeness,contamination,completeness_percentile,rank
Pseudomonas aeruginosa,287,GCF_013343575.1,1,6557595,6557595,1,6557595,1,1,6557595,1,1,6557595,4344651,66.5,100,Pseudomonas aeruginosa,287,species,v1.2.4,99.73,0.78,87.7371,SPECIES
Pseudomonas aeruginosa,287,GCF_036233475.1,1,6556621,6556621,1,6556621,1,1,6556621,1,1,6556621,4338568,66,71,Pseudomonas aeruginosa,287,species,v1.2.3,99.06,0.9,29.0126,SPECIES
Pseudomonas aeruginosa,287,GCF_027594685.1,1,6553815,6553815,1,6553815,1,1,6553815,1,1,6553815,4350437,66.5,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.82,0.5,94.4109,SPECIES
Pseudomonas aeruginosa,287,GCF_036417995.1,1,6553367,6553367,1,6553367,1,1,6553367,1,1,6553367,4340863,66,42,Pseudomonas aeruginosa,287,species,v1.2.3,98.9,0.86,23.3701,SPECIES
Pseudomonas aeruginosa,287,GCF_019857365.1,2,6950092,6950092,2,6553129,1,2,6553129,1,2,6950092,4567279,65.5,102,Pseudomonas aeruginosa,287,species,v1.2.3,99.61,1.83,76.1439,SPECIES
Pseudomonas aeruginosa,287,GCF_016134915.1,1,6552683,6552683,1,6552683,1,1,6552683,1,1,6552683,4330228,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,98.12,0.49,12.4822,SPECIES
Pseudomonas aeruginosa,287,GCF_021497285.1,1,6552683,6552683,1,6552683,1,1,6552683,1,1,6552683,4330228,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,98.06,0.49,11.9666,SPECIES
Pseudomonas aeruginosa,287,GCF_051988505.1,1,6551601,6551601,1,6551601,1,1,6551601,1,1,6551601,4340283,66,1,Pseudomonas aeruginosa,287,species,v1.2.4,99.8,0.44,93.344,SPECIES
Pseudomonas aeruginosa,287,GCF_014490645.1,1,6550149,6550149,1,6550149,1,1,6550149,1,1,6550149,4345842,66.5,432,Pseudomonas aeruginosa,287,species,v1.2.3,97.91,0.28,11.0064,SPECIES
Pseudomonas aeruginosa,287,GCF_029961305.1,3,6588299,6588299,3,6549656,1,3,6549656,1,3,6588299,4370717,66.5,64,Pseudomonas aeruginosa,287,species,v1.2.3,99.6,0.84,75.6757,SPECIES
Pseudomonas aeruginosa,287,GCF_023066825.1,1,6549122,6549122,1,6549122,1,1,6549122,1,1,6549122,4337181,66,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.15,0.97,32.9659,SPECIES
Pseudomonas aeruginosa,287,GCA_052975055.1,3,7174840,7174840,3,6548605,1,3,6548605,1,3,7174840,4704119,65.5,150,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCF_013343315.1,1,6546693,6546693,1,6546693,1,1,6546693,1,1,6546693,4343889,66.5,100,Pseudomonas aeruginosa,287,species,v1.2.4,97.56,0.72,8.91418,SPECIES
Pseudomonas aeruginosa,287,GCF_049532605.1,1,6546665,6546665,1,6546665,1,1,6546665,1,1,6546665,4346813,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.58,0.38,73.8265,SPECIES
Pseudomonas aeruginosa,287,GCF_003429185.1,1,6546467,6546467,1,6546467,1,1,6546467,1,1,6546467,4339637,66.5,185,Pseudomonas aeruginosa,287,species,v1.2.3,99.71,0.37,86.1072,SPECIES
Pseudomonas aeruginosa,287,GCF_019857325.1,2,6634556,6634556,2,6546346,1,2,6546346,1,2,6634556,4392212,66,120.6,Pseudomonas aeruginosa,287,species,v1.2.3,99.39,0.58,52.4123,SPECIES
Pseudomonas aeruginosa,287,GCF_036418055.1,1,6544202,6544202,1,6544202,1,1,6544202,1,1,6544202,4329352,66,45,Pseudomonas aeruginosa,287,species,v1.2.3,98.93,0.65,24.5436,SPECIES
Pseudomonas aeruginosa,287,GCF_013201095.1,1,6543892,6543892,1,6543892,1,1,6543892,1,1,6543892,4339759,66.5,223.1,Pseudomonas aeruginosa,287,species,v1.2.4,98.03,0.63,11.7947,SPECIES
Pseudomonas aeruginosa,287,GCF_050569945.1,1,6541492,6541492,1,6541492,1,1,6541492,1,1,6541492,4336219,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.54,0.47,67.6031,SPECIES
Pseudomonas aeruginosa,287,GCF_900095805.1,1,6541482,6541482,1,6541482,1,1,6541482,1,1,6541482,4336210,66.5,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.82,0.47,94.4109,SPECIES
Pseudomonas aeruginosa,287,GCF_036233755.1,1,6541477,6541477,1,6541477,1,1,6541477,1,1,6541477,4338585,66.5,105,Pseudomonas aeruginosa,287,species,v1.2.3,99.54,0.9,67.6031,SPECIES
Pseudomonas aeruginosa,287,GCF_027571305.1,1,6540752,6540752,1,6540752,1,1,6540752,1,1,6540752,4340571,66.5,120,Pseudomonas aeruginosa,287,species,v1.2.3,99.53,0.28,66.9156,SPECIES
Pseudomonas aeruginosa,287,GCF_005305005.1,2,6935668,6935668,2,6539894,1,2,6539894,1,2,6935668,4556673,65.5,170,Pseudomonas aeruginosa,287,species,v1.2.4,99.49,1.73,62.0495,SPECIES
Pseudomonas aeruginosa,287,GCF_036232625.1,1,6539580,6539580,1,6539580,1,1,6539580,1,1,6539580,4337651,66.5,73,Pseudomonas aeruginosa,287,species,v1.2.3,99.18,0.59,34.5009,SPECIES
Pseudomonas aeruginosa,287,GCF_046773575.1,1,6538512,6538512,1,6538512,1,1,6538512,1,1,6538512,4331995,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.64,0.66,82.6932,SPECIES
Pseudomonas aeruginosa,287,GCF_051016005.1,2,6597535,6597535,2,6538014,1,2,6538014,1,2,6597535,4375299,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.22,0.55,38.1757,SPECIES
Pseudomonas aeruginosa,287,GCF_027571175.1,1,6536263,6536263,1,6536263,1,1,6536263,1,1,6536263,4337603,66.5,120,Pseudomonas aeruginosa,287,species,v1.2.3,99.45,0.28,58.2622,SPECIES
Pseudomonas aeruginosa,287,GCF_022870565.1,1,6536046,6536046,1,6536046,1,1,6536046,1,1,6535934,4333436,66.5,300,Pseudomonas aeruginosa,287,species,v1.2.3,99.63,0.5,82.3732,SPECIES
Pseudomonas aeruginosa,287,GCF_022670795.1,1,6534898,6534898,1,6534898,1,1,6534898,1,1,6534898,4332783,66.5,66,Pseudomonas aeruginosa,287,species,v1.2.3,99.07,0.72,29.4097,SPECIES
Pseudomonas aeruginosa,287,GCF_016584725.1,1,6534364,6534364,1,6534364,1,1,6534364,1,1,6534364,4326093,66,376,Pseudomonas aeruginosa,287,species,v1.2.3,99.39,1.43,52.4123,SPECIES
Pseudomonas aeruginosa,287,GCF_043231275.1,1,6533470,6533470,1,6533470,1,1,6533470,1,1,6533470,4336689,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.58,0.75,73.8265,SPECIES
Pseudomonas aeruginosa,287,GCF_044758335.1,1,6529781,6529781,1,6529781,1,1,6529781,1,1,6529781,4329226,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.61,0.28,76.1439,SPECIES
Pseudomonas aeruginosa,287,GCF_052695845.1,1,6528949,6528949,1,6528949,1,1,6528949,1,1,6528949,4332826,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.4,97.86,0.28,10.6389,SPECIES
Pseudomonas aeruginosa,287,GCF_044758315.1,1,6528294,6528294,1,6528294,1,1,6528294,1,1,6528294,4328179,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.61,0.28,76.1439,SPECIES
Pseudomonas aeruginosa,287,GCF_006971785.1,2,6712466,6712466,2,6527298,1,2,6527298,1,2,6712466,4449209,66.5,136.5,Pseudomonas aeruginosa,287,species,v1.2.3,98.61,1.16,17.532,SPECIES
Pseudomonas aeruginosa,287,GCF_029961245.1,2,6566841,6566841,2,6526980,1,2,6526980,1,2,6566841,4356012,66.5,19,Pseudomonas aeruginosa,287,species,v1.2.3,99.82,0.28,94.4109,SPECIES
Pseudomonas aeruginosa,287,GCF_036232105.1,3,6625749,6625749,3,6526457,1,3,6526457,1,3,6625749,4382630,66,112,Pseudomonas aeruginosa,287,species,v1.2.3,99.32,0.85,45.6852,SPECIES
Pseudomonas aeruginosa,287,GCF_030505595.1,3,7008048,7008048,3,6524508,1,3,6524508,1,3,7008048,4605501,65.5,200,Pseudomonas aeruginosa,287,species,v1.2.4,99.43,1.89,56.8516,SPECIES
Pseudomonas aeruginosa,287,GCF_013343495.1,1,6522476,6522476,1,6522476,1,1,6522476,1,1,6522476,4326261,66.5,100,Pseudomonas aeruginosa,287,species,v1.2.4,99.04,0.28,28.2658,SPECIES
Pseudomonas aeruginosa,287,GCF_052377975.1,1,6522294,6522294,1,6522294,1,1,6522294,1,1,6522294,4328785,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.4,99.48,0.62,60.5441,SPECIES
Pseudomonas aeruginosa,287,GCF_014854655.1,1,6520277,6520277,1,6520277,1,1,6520277,1,1,6520277,4320472,66.5,170,Pseudomonas aeruginosa,287,species,v1.2.3,99.82,0.55,94.4109,SPECIES
Pseudomonas aeruginosa,287,GCF_028595865.2,3,6990601,6990601,3,6518599,1,3,6518599,1,3,6990601,4598148,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.82,1.62,94.4109,SPECIES
Pseudomonas aeruginosa,287,GCF_001516245.2,1,6517340,6517340,1,6517340,1,1,6517340,1,1,6517340,4315074,66,83.61,Pseudomonas aeruginosa,287,species,v1.2.3,99.47,0.99,59.3706,SPECIES
Pseudomonas aeruginosa,287,GCF_024734815.1,1,6515978,6515978,1,6515978,1,1,6515978,1,1,6515978,4322395,66.5,96,Pseudomonas aeruginosa,287,species,v1.2.4,99.66,0.29,83.6178,SPECIES
Pseudomonas aeruginosa,287,GCF_046531895.1,2,6941384,6941384,2,6515357,1,2,6515357,1,2,6941384,4546809,65.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,97.32,1.34,7.89474,SPECIES
Pseudomonas aeruginosa,287,GCF_007559125.1,1,6514208,6514208,1,6514208,1,1,6514208,1,1,6514208,4321510,66.5,100,Pseudomonas aeruginosa,287,species,v1.2.3,98.53,0.28,16.3822,SPECIES
Pseudomonas aeruginosa,287,GCF_025908315.1,1,6514160,6514160,1,6514160,1,1,6514160,1,1,6514160,4340644,66.5,100,Pseudomonas,287,genus,v1.2.4,98.59,0.14,3.92157,SPECIES
Pseudomonas aeruginosa,287,GCF_049912915.1,1,6512774,6512774,1,6512774,1,1,6512774,1,1,6512774,4318058,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,98.17,1.25,12.743,SPECIES
Pseudomonas aeruginosa,287,GCF_029961265.1,2,6549570,6549570,2,6512746,1,2,6512746,1,2,6549570,4345528,66.5,11,Pseudomonas aeruginosa,287,species,v1.2.3,99.44,0.63,57.7762,SPECIES
Pseudomonas aeruginosa,287,GCA_052922465.1,1,6512685,6512685,1,6512685,1,1,6512685,1,1,6512685,4318025,66.5,40,NA,NA,NA,NA,NA,NA,NA,SPECIES
Pseudomonas aeruginosa,287,GCF_029961345.1,2,6549207,6549207,2,6512383,1,2,6512383,1,2,6549207,4345266,66.5,39,Pseudomonas aeruginosa,287,species,v1.2.3,99.21,0.63,37.7608,SPECIES
Pseudomonas aeruginosa,287,GCF_022570235.1,1,6511042,6511042,1,6511042,1,1,6511042,1,1,6511042,4320864,66.5,100,Pseudomonas aeruginosa,287,species,v1.2.4,99.61,0.29,76.1439,SPECIES
Pseudomonas aeruginosa,287,GCF_044758405.1,1,6510369,6510369,1,6510369,1,1,6510369,1,1,6510369,4318702,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,98.82,1.22,21.5209,SPECIES
Pseudomonas aeruginosa,287,GCF_036237015.1,1,6510093,6510093,1,6510093,1,1,6510093,1,1,6510093,4320442,66.5,112,Pseudomonas aeruginosa,287,species,v1.2.3,99.59,0.73,74.8578,SPECIES
Pseudomonas aeruginosa,287,GCF_051015875.1,1,6509478,6509478,1,6509478,1,1,6509478,1,1,6509478,4313646,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,98.94,1.22,24.7748,SPECIES
Pseudomonas aeruginosa,287,GCF_027171385.1,1,6508614,6508614,1,6508614,1,1,6508614,1,1,6508614,4313547,66.5,50,Pseudomonas aeruginosa,287,species,v1.2.3,99.82,0.34,94.4109,SPECIES
Pseudomonas aeruginosa,287,GCF_013343375.1,1,6506945,6506945,1,6506945,1,1,6506945,1,1,6506945,4320400,66.5,100,Pseudomonas aeruginosa,287,species,v1.2.4,99.55,0.75,70.9815,SPECIES
Pseudomonas aeruginosa,287,GCF_050596025.1,1,6504758,6504758,1,6504758,1,1,6504758,1,1,6504758,4316621,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.82,0.86,94.4109,SPECIES
Pseudomonas aeruginosa,287,GCF_001879525.1,1,6504659,6504659,1,6504659,1,1,6504659,1,1,6504659,4317362,66.5,57,Pseudomonas aeruginosa,287,species,v1.2.3,99.73,0.49,87.7371,SPECIES
Pseudomonas aeruginosa,287,GCF_027570675.1,1,6504256,6504256,1,6504256,1,1,6504256,1,1,6504256,4312327,66.5,120,Pseudomonas aeruginosa,287,species,v1.2.3,99.61,0.41,76.1439,SPECIES
Pseudomonas aeruginosa,287,GCF_003429205.1,1,6503460,6503460,1,6503460,1,1,6503460,1,1,6503460,4312609,66.5,179,Pseudomonas aeruginosa,287,species,v1.2.3,99.82,0.43,94.4109,SPECIES
Pseudomonas aeruginosa,287,GCF_051015975.1,1,6503323,6503323,1,6503323,1,1,6503323,1,1,6503323,4319540,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.82,0.63,94.4109,SPECIES
Pseudomonas aeruginosa,287,GCF_051125645.1,1,6503316,6503316,1,6503316,1,1,6503316,1,1,6503316,4319536,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.71,0.63,86.1072,SPECIES
Pseudomonas aeruginosa,287,GCF_036233535.1,1,6501549,6501549,1,6501549,1,1,6501549,1,1,6501549,4312175,66.5,77,Pseudomonas aeruginosa,287,species,v1.2.3,99.39,0.5,52.4123,SPECIES
Pseudomonas aeruginosa,287,GCF_008033725.1,1,6501414,6501414,1,6501414,1,1,6501414,1,1,6501414,4315076,66.5,117,Pseudomonas aeruginosa,287,species,v1.2.3,99.61,0.7,76.1439,SPECIES
Pseudomonas aeruginosa,287,GCF_001293085.1,1,6500439,6500439,1,6500439,1,1,6500439,1,1,6500439,4312635,66.5,320,Pseudomonas aeruginosa,287,species,v1.2.3,99.15,0.86,32.9659,SPECIES
Pseudomonas aeruginosa,287,GCF_051125905.1,1,6499987,6499987,1,6499987,1,1,6499987,1,1,6499987,4317639,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.82,0.63,94.4109,SPECIES
Pseudomonas aeruginosa,287,GCF_036233115.1,1,6499555,6499555,1,6499555,1,1,6499555,1,1,6499555,4316335,66.5,99,Pseudomonas aeruginosa,287,species,v1.2.3,99.61,0.55,76.1439,SPECIES
Pseudomonas aeruginosa,287,GCF_038396855.1,1,6497418,6497418,1,6497418,1,1,6497418,1,1,6497418,4307146,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,98.77,0.86,20.537,SPECIES
Pseudomonas aeruginosa,287,GCF_013260445.1,1,6496756,6496756,1,6496756,1,1,6496756,1,1,6496756,4305134,66.5,200,Pseudomonas aeruginosa,287,species,v1.2.4,99.61,0.31,76.1439,SPECIES
Pseudomonas aeruginosa,287,GCF_051015885.1,2,6541895,6541895,2,6494584,1,2,6494584,1,2,6541895,4331796,66,1,Pseudomonas aeruginosa,287,species,v1.2.3,98.52,0.97,16.2281,SPECIES
Pseudomonas aeruginosa,287,GCF_044758345.1,1,6494022,6494022,1,6494022,1,1,6494022,1,1,6494022,4308721,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.45,0.29,58.2622,SPECIES
Pseudomonas aeruginosa,287,GCF_900618245.1,1,6493562,6493562,1,6493562,1,1,6493562,1,1,6493562,4313384,66.5,21,Pseudomonas aeruginosa,287,species,v1.2.3,98.38,0.78,14.7345,SPECIES
Pseudomonas aeruginosa,287,GCF_050176625.1,2,6539352,6539352,2,6492530,1,2,6492530,1,2,6539352,4338872,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,98.46,0.52,15.6354,SPECIES
Pseudomonas aeruginosa,287,GCF_013467605.1,1,6490021,6490021,1,6490021,1,1,6490021,1,1,6490021,4305166,66.5,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.77,0.49,91.0028,SPECIES
Pseudomonas aeruginosa,287,GCF_013395035.1,1,6490014,6490014,1,6490014,1,1,6490014,1,1,6490014,4305149,66.5,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.66,0.49,83.6178,SPECIES
Pseudomonas aeruginosa,287,GCF_029961425.1,1,6489094,6489094,1,6489094,1,1,6489094,1,1,6489094,4303192,66.5,14,Pseudomonas aeruginosa,287,species,v1.2.3,99.54,0.87,67.6031,SPECIES
Pseudomonas aeruginosa,287,GCF_050176295.1,2,6537073,6537073,2,6488898,1,2,6488898,1,2,6537073,4337413,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,98.65,0.52,18.2195,SPECIES
Pseudomonas aeruginosa,287,GCF_036232285.1,2,6692538,6692538,2,6488851,1,2,6488851,1,2,6692538,4399167,65.5,73,Pseudomonas aeruginosa,287,species,v1.2.3,95.43,1.76,3.47914,SPECIES
Pseudomonas aeruginosa,287,GCF_037287505.1,1,6488358,6488358,1,6488358,1,1,6488358,1,1,6488358,4308176,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.82,0.53,94.4109,SPECIES
Pseudomonas aeruginosa,287,GCF_037287585.1,1,6488214,6488214,1,6488214,1,1,6488214,1,1,6488214,4308081,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.82,0.53,94.4109,SPECIES
Pseudomonas aeruginosa,287,GCF_008033765.1,1,6486336,6486336,1,6486336,1,1,6486336,1,1,6486336,4305329,66.5,144,Pseudomonas aeruginosa,287,species,v1.2.3,99.55,0.71,70.9815,SPECIES
Pseudomonas aeruginosa,287,GCF_045833585.1,1,6485617,6485617,1,6485617,1,1,6485617,1,1,6485617,4299576,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.82,0.4,94.4109,SPECIES
Pseudomonas aeruginosa,287,GCF_036232145.1,1,6484210,6484210,1,6484210,1,1,6484210,1,1,6484210,4306116,66.5,63,Pseudomonas aeruginosa,287,species,v1.2.3,99.51,0.3,64.527,SPECIES
Pseudomonas aeruginosa,287,GCF_029961545.1,1,6483169,6483169,1,6483169,1,1,6483169,1,1,6483169,4300649,66.5,36,Pseudomonas aeruginosa,287,species,v1.2.3,99.54,0.78,67.6031,SPECIES
Pseudomonas aeruginosa,287,GCF_050571815.1,1,6482950,6482950,1,6482950,1,1,6482950,1,1,6482950,4303428,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.3,0.28,44.3397,SPECIES
Pseudomonas aeruginosa,287,GCF_050157215.1,2,6531807,6531807,2,6482303,1,2,6482303,1,2,6531807,4328974,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,98.54,0.53,16.5007,SPECIES
Pseudomonas aeruginosa,287,GCF_008033745.1,1,6481697,6481697,1,6481697,1,1,6481697,1,1,6481697,4302813,66.5,143,Pseudomonas aeruginosa,287,species,v1.2.3,99.59,0.49,74.8578,SPECIES
Pseudomonas aeruginosa,287,GCF_015697465.1,1,6480192,6480192,1,6480192,1,1,6480192,1,1,6480192,4298672,66.5,150,Pseudomonas aeruginosa,287,species,v1.2.3,99.31,0.5,45.1162,SPECIES
Pseudomonas aeruginosa,287,GCF_902703215.1,1,6479881,6479881,1,6479881,1,1,6479881,1,1,6479881,4297209,66.5,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.77,1.02,91.0028,SPECIES
Pseudomonas aeruginosa,287,GCF_016105665.1,1,6478778,6478778,1,6478778,1,1,6478778,1,1,6478778,4300699,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.29,0.5,43.504,SPECIES
Pseudomonas aeruginosa,287,GCF_036234315.1,2,6525632,6525632,2,6478778,1,2,6478778,1,2,6525632,4325305,66.5,78,Pseudomonas aeruginosa,287,species,v1.2.3,99.32,0.38,45.6852,SPECIES
Pseudomonas aeruginosa,287,GCF_024266805.1,1,6478686,6478686,1,6478686,1,1,6478686,1,1,6478686,4302463,66.5,300,Pseudomonas aeruginosa,287,species,v1.2.4,99.61,0.49,76.1439,SPECIES
Pseudomonas aeruginosa,287,GCF_003193645.1,1,6475581,6475581,1,6475581,1,1,6475581,1,1,6475581,4295273,66.5,15.41,Pseudomonas aeruginosa,287,species,v1.2.3,98.78,1.32,20.8156,SPECIES
Pseudomonas aeruginosa,287,GCF_029961385.1,1,6475465,6475465,1,6475465,1,1,6475465,1,1,6475465,4295731,66.5,14,Pseudomonas aeruginosa,287,species,v1.2.3,99.75,0.87,88.6617,SPECIES
Pseudomonas aeruginosa,287,GCF_029961405.1,1,6474081,6474081,1,6474081,1,1,6474081,1,1,6474081,4294874,66.5,5,Pseudomonas aeruginosa,287,species,v1.2.3,99.75,0.87,88.6617,SPECIES
Pseudomonas aeruginosa,287,GCF_049678775.1,1,6474071,6474071,1,6474071,1,1,6474071,1,1,6474071,4298623,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.41,0.3,55.8618,SPECIES
Pseudomonas aeruginosa,287,GCF_023272755.1,1,6473527,6473527,1,6473527,1,1,6473527,1,1,6473527,4293165,66.5,120,Pseudomonas aeruginosa,287,species,v1.2.3,98.97,0.49,25.486,SPECIES
Pseudomonas aeruginosa,287,GCF_036233275.1,1,6472939,6472939,1,6472939,1,1,6472939,1,1,6472939,4296723,66.5,65,Pseudomonas aeruginosa,287,species,v1.2.3,99.49,0.49,62.0495,SPECIES
Pseudomonas aeruginosa,287,GCF_032252955.1,1,6468200,6468200,1,6468200,1,1,6468200,1,1,6468200,4295721,66.5,1045,Pseudomonas aeruginosa,287,species,v1.2.3,99.38,0.53,51.784,SPECIES
Pseudomonas aeruginosa,287,GCF_022700635.2,2,6607909,6607909,2,6467494,1,2,6467494,1,2,6607909,4367837,66,105,Pseudomonas aeruginosa,287,species,v1.2.3,99.15,0.78,32.9659,SPECIES
Pseudomonas aeruginosa,287,GCF_036232525.1,1,6466287,6466287,1,6466287,1,1,6466287,1,1,6466287,4285074,66.5,62,Pseudomonas aeruginosa,287,species,v1.2.3,99.51,0.28,64.527,SPECIES
Pseudomonas aeruginosa,287,GCF_036233175.1,1,6464339,6464339,1,6464339,1,1,6464339,1,1,6464339,4289706,66.5,93,Pseudomonas aeruginosa,287,species,v1.2.3,99.1,0.53,30.6899,SPECIES
Pseudomonas aeruginosa,287,GCF_036232705.1,1,6464048,6464048,1,6464048,1,1,6464048,1,1,6464048,4296289,66.5,57,Pseudomonas aeruginosa,287,species,v1.2.3,99.55,0.7,70.9815,SPECIES
Pseudomonas aeruginosa,287,GCF_002968515.1,1,6463575,6463575,1,6463575,1,1,6463575,1,1,6463575,4294493,66.5,17.18,Pseudomonas aeruginosa,287,species,v1.2.3,99.77,0.49,91.0028,SPECIES
Pseudomonas aeruginosa,287,GCF_027570955.1,1,6463386,6463386,1,6463386,1,1,6463386,1,1,6463386,4282425,66.5,120,Pseudomonas aeruginosa,287,species,v1.2.3,99.51,0.53,64.527,SPECIES
Pseudomonas aeruginosa,287,GCF_036232265.1,1,6463324,6463324,1,6463324,1,1,6463324,1,1,6463324,4289516,66.5,74,Pseudomonas aeruginosa,287,species,v1.2.3,99.61,0.78,76.1439,SPECIES
Pseudomonas aeruginosa,287,GCF_049912835.1,1,6463265,6463265,1,6463265,1,1,6463265,1,1,6463265,4284401,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.81,0.4,93.913,SPECIES
Pseudomonas aeruginosa,287,GCF_044758355.1,1,6459610,6459610,1,6459610,1,1,6459610,1,1,6459610,4283487,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.13,0.49,32.1954,SPECIES
Pseudomonas aeruginosa,287,GCF_049564355.1,1,6459516,6459516,1,6459516,1,1,6459516,1,1,6459516,4286920,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.02,0.29,27.6671,SPECIES
Pseudomonas aeruginosa,287,GCF_043289705.1,1,6458474,6458474,1,6458474,1,1,6458474,1,1,6458474,4287776,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.03,0.75,28.0346,SPECIES
Pseudomonas aeruginosa,287,GCF_023822305.1,1,6458275,6458275,1,6458275,1,1,6458275,1,1,6458275,4284687,66.5,292,Pseudomonas aeruginosa,287,species,v1.2.3,99.78,0.49,92.2297,SPECIES
Pseudomonas aeruginosa,287,GCF_051015955.1,1,6458191,6458191,1,6458191,1,1,6458191,1,1,6458191,4285492,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.82,0.49,94.4109,SPECIES
Pseudomonas aeruginosa,287,GCF_030369855.1,1,6457547,6457547,1,6457547,1,1,6457547,1,1,6457547,4285568,66.5,606,Pseudomonas aeruginosa,287,species,v1.2.4,99.77,0.5,91.0028,SPECIES
Pseudomonas aeruginosa,287,GCF_001516105.1,1,6456866,6456866,1,6456866,1,1,6456866,1,1,6456866,4282602,66.5,62.19,Pseudomonas aeruginosa,287,species,v1.2.4,98.72,0.29,19.3694,SPECIES
Pseudomonas aeruginosa,287,GCF_027571325.1,2,6675726,6675726,2,6453705,1,2,6453705,1,2,6675726,4405531,66,120,Pseudomonas aeruginosa,287,species,v1.2.3,99.18,0.9,34.5009,SPECIES
Pseudomonas aeruginosa,287,GCF_900618265.1,1,6452809,6452809,1,6452809,1,1,6452809,1,1,6452809,4284769,66.5,84,Pseudomonas aeruginosa,287,species,v1.2.3,99.49,0.5,62.0495,SPECIES
Pseudomonas aeruginosa,287,GCF_044757535.1,1,6452400,6452400,1,6452400,1,1,6452400,1,1,6452400,4289686,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.3,99.12,1.36,31.8634,SPECIES
Pseudomonas aeruginosa,287,GCF_021497425.1,1,6452370,6452370,1,6452370,1,1,6452370,1,1,6452370,4282999,66.5,100,Pseudomonas aeruginosa,287,species,v1.2.3,99.82,0.28,94.4109,SPECIES
Pseudomonas aeruginosa,287,GCF_052695835.1,1,6452011,6452011,1,6452011,1,1,6452011,1,1,6452011,4283566,66.5,1,Pseudomonas aeruginosa,287,species,v1.2.4,99.61,0.29,76.1439,SPECIES
Pseudomonas aeruginosa,287,GCF_900618255.1,1,6451470,6451470,1,6451470,1,1,6451470,1,1,6451470,4284067,66.5,78,Pseudomonas aeruginosa,287,species,v1.2.3,99.4,0.77,55.0913,SPECIES
Pseudomonas aeruginosa,287,GCF_036233195.1,1,6451040,6451040,1,6451040,1,1,6451040,1,1,6451040,4283716,66.5,108,Pseudomonas aeruginosa,287,species,v1.2.3,99.31,0.5,45.1162,SPECIES
Pseudomonas aeruginosa,287,GCF_036233215.1,1,6451008,6451008,1,6451008,1,1,6451008,1,1,6451008,4283704,66.5,65,Pseudomonas aeruginosa,287,species,v1.2.3,99.49,0.5,62.0495,SPECIES
